what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371723022027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1371723069388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371723074836
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371723082621
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1371723085803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723094065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723116437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723116616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723155058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723173131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371723210942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371723245921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371723255348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371723255781
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1371723259048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371723265448
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371723274651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1371723287750
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1371723289102
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1371723290698
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1371723291002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371723291793
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371723295737
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723299875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371723313599
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371723317214
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1371723321447
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723323764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723606974
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1371723611135
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723612582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371723716369
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1371723743498
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723745422
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1371723746598
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723746598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723749575
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371723750903
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723754813
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371723772385
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371723921113
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371724133670
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371724136317
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724137224
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724139983
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371724147288
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1371724148260
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724244622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724244659
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371724244683
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724269504
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724269528
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724269528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724273427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724622263
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371724636862
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724636978
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724637015
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371724637081
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724652272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724652295
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724652295
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371724654603
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.openProject",1371724667188
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724673629
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724673672
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371724673691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724692737
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724692983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724692995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724699324
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724773025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724776697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371724790106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724823335
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724825036
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371724833398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725063163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725073962
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371725078943
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725079047
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371725079071
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725097691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371725116728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1371725119041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725132837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725133093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725133121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725134982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725141883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725142105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371725146100
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371725149539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725160408
error,log,,,"Failed to load properties file for project 'Imagepager'",1371725182297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725182467
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371725182817
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371725182980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1371725193944
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1371725195335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371725196476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725201176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725211947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371725214997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725241820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725242963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725244918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725260451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371725263505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1371725264993
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1371725266851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371725268058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1371725279024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725376488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725402401
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371725406503
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725413720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725413772
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371725413797
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725415279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725417165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725452575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725460388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725519892
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371725524191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725533466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725556574
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725556682
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371725556715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725561570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725572448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1371725578913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725594165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725594326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725605393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725605584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725624027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725624202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725637469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725637602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725647319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725647484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725676013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725676171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725683083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725683234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371725717495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371734162766
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734168279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371734169376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734171255
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734171256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371734171302
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734172364
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371734173801
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371734175526
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1371734176785
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734178983
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734179762
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.CommonXmlEditor",1371734180939
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734181759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371734183596
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1371734186845
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734186845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1371734186869
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1371734194936
